word,count
aldershot,4077
alderson,952
alderton,294
aldgate,486
aldi,604
aldine,428
aldiss,387
aldo,4739
aldosterone,264
aldous,1144
aldred,569
aldrich,2857
aldridge,1908
aldrin,779
alds,348
aldus,327
aldwych,633
ale,4153
alea,330
alec,8844
aled,536
alef,567
alegre,3019
alegria,516
alegría,555
aleister,759
alejandra,1660
alejandro,9972
alejo,777
alek,297
alekhine,469
aleks,434
aleksa,309
aleksandar,3082
aleksander,3135
aleksandr,6185
aleksandra,1990
aleksandrov,445
aleksandrovich,848
aleksandrs,301
aleksei,1680
aleksey,1810
alekseyevich,257
aleksi,274
alem,432
aleman,279
alemanni,267
alemannia,619
alemannic,365
alembert,407
alemán,709
alen,848
alena,1063
alencar,319
alene,868
alenia,391
alenka,299
alentejo,590
alençon,628
aleph,786
aleppo,2863
alert,12345
alerted,4365
alerting,1627
alertness,628
alerts,2921
ales,1108
alesha,391
alesi,505
alesia,270
alessandra,1630
alessandri,298
alessandria,1140
alessandrini,272
alessandro,9496
alessi,466
alessia,367
alessio,1549
aleut,478
aleutian,1778
aleutians,643
alex,56953
alexa,2432
alexander,105459
alexanderplatz,303
alexandr,1383
alexandra,17336
alexandre,11504
alexandri,287
alexandria,15514
alexandrian,1164
alexandrina,541
alexandrine,731
alexandrinus,393
alexandros,1316
alexandrov,598
alexandrovich,1067
alexandrovna,468
alexandru,2360
alexei,4953
alexey,2818
alexi,792
alexia,902
alexios,831
alexis,9669
alexisonfire,284
alexius,671
aleš,585
alf,5121
alfa,4501
alfalfa,1342
alfano,355
alfaro,1181
alfie,1907
alfieri,495
alfio,362
alfons,1240
alfonso,11349
alfonsín,281
alfonzo,272
alford,1741
alfre,327
alfred,53112
alfredo,8842
alfredsson,290
alfreton,647
alfréd,256
alg,466
alga,680
algae,5110
algal,1001
algar,271
algarve,1669
alge,635
algebra,7909
algebraic,5349
algebraically,644
algebras,1536
algeciras,765
alger,2006
algeria,12770
algerian,5606
algerians,433
algernon,2071
alghero,264
algiers,4975
algirdas,486
algis,287
algo,594
algol,784
algoma,940
algonquian,1226
algonquin,1779
algorithm,10426
algorithmic,1385
algorithms,8830
algérie,513
alhaji,617
alhambra,1764
ali,44009
alia,2963
alianza,1711
alias,12413
aliases,1992
aliasing,557
alibaba,256
alibi,2297
alibis,390
alicante,2140
alice,35591
alicia,7992
alicja,432
alick,371
alida,598
alien,21517
alienate,1179
alienated,4132
alienates,320
alienating,1172
alienation,3074
aliens,9631
alif,439
aligarh,1048
alighieri,926
alight,1700
alighting,489
align,22258
alignbars,7624
aligned,13199
aligning,1764
alignment,12436
alignments,1569
aligns,902
alii,424
alija,262
alike,15940
alim,627
alimentary,356
alimony,636
alin,505
alina,1593
aline,1364
aliona,271
aliphatic,537
alireza,608
alisa,1433
alisha,637
aliso,293
alison,10713
alissa,530
alistair,4035
alister,878
alitalia,425
alito,528
alive,46730
alix,1344
aliya,567
aliyah,1303
aliyev,997
alizé,411
aljazeera,316
alk,298
alka,1099
alkali,2156
alkaline,3381
alkalinity,306
alkaloid,858
alkaloids,1095
alkan,451
alkanes,307
alkene,510
alkenes,550
alki,296
alkmaar,1107
alkyl,1138
alkylation,399
alla,5294
allaboutjazz,313
allah,5456
allahabad,2473
allain,369
allaire,334
allam,476
allama,829
allan,29681
allard,1502
allardyce,497
allay,476
alle,2450
allee,656
allegan,313
allegany,1159
allegation,3377
allegations,18261
allege,1719
alleged,38910
allegedly,26300
alleges,2387
alleghany,427
alleghenies,284
allegheny,5036
allegiance,10414
allegiances,1063
alleging,6034
allegorical,3145
allegories,873
allegory,3327
allegra,581
allegretto,785
allegro,3543
allein,414
allele,1130
alleles,1058
alleluia,462
allemagne,431
allemand,402
allemande,306
allen,62216
allenby,855
allendale,696
allende,1657
alleni,273
allens,279
allentown,2278
aller,1344
allergen,337
allergens,398
allergic,2795
allergies,1419
allergy,1961
allerton,729
alles,1508
alleviate,5412
alleviated,1047
alleviates,264
alleviating,1003
alleviation,1020
alley,12162
alleyn,400
alleyne,547
alleys,1633
alleyway,603
alleyways,396
allez,271
allgame,448
allgemeine,2282
allgemeinen,291
allgemeines,337
allgood,273
allgäu,446
alli,652
alliance,64239
alliances,6969
alliant,403
allianz,1029
allie,1827
allied,42214
allier,669
allies,32512
alligator,3170
alligators,1046
allin,609
allingham,343
allington,381
alliot,364
allis,849
allison,12202
allister,546
alliteration,443
alliterative,384
allium,588
allman,1885
allmendinger,398
allmovie,1615
allmusic,25588
allo,701
alloa,1174
allocate,2746
allocated,16883
allocates,841
allocating,1571
allocation,9171
allocations,1706
allon,317
allophone,495
allophones,478
allosaurus,313
allosteric,413
allot,349
alloted,466
allotment,1938
allotments,1379
allotted,5068
allow,119428
allowable,1643
allowance,4691
allowances,2146
alloway,348
allowed,155519
allowing,86739
allows,88805
alloy,6215
alloyed,282
alloying,306
alloys,2771
allport,308
allred,622
allround,509
allrovi,272
allsop,269
allsopp,289
allstar,425
allstars,1062
allstate,866
allston,646
allsvenskan,1590
allt,671
alltel,448
allu,335
allude,1284
alluded,3188
alludes,3360
alluding,2266
allure,1282
alluring,775
allusion,3777
allusions,3560
allusive,299
alluvial,3032
alluvium,604
ally,18134
allying,914
allyl,331
allyn,1197
allyson,1038
allá,413
allāh,258
alm,685
alma,16438
almada,658
almaden,299
almagro,1138
almanac,6623
almanacco,374
almanach,586
almanack,1580
almanacs,433
almas,545
almaty,1835
almaviva,385
almaz,298
almeida,4058
almelo,512
almere,522
almeria,516
almería,1676
almighty,3132
almir,255
almira,353
almirante,858
almo,296
almodóvar,537
almohad,437
almohads,270
almon,344
almond,3440
almonds,1374
almoner,348
almonte,467
almora,312
almoravid,350
almoravids,351
almost,211655
almqvist,296
alms,1799
almshouse,529
almshouses,758
alnus,504
alnwick,857
alo,904
aloe,817
aloft,1986
aloha,1874
alois,2263
alok,599
alomar,536
alon,992
alona,440
alone,124474
alongside,92946
alonso,5954
alonzo,3314
aloof,1591
alopecia,370
alor,666
alot,254
alou,438
aloud,3952
alouette,653
alouettes,1773
aloys,517
aloysius,2421
alp,2294
alpaca,329
alpe,517
alpen,415
alpena,502
alper,432
alpert,1327
alpes,2898
alpestris,333
alpha,25756
alphabet,10811
alphabetic,1204
alphabetical,6417
alphabetically,3537
alphabetized,257
alphabets,1589
alphanumeric,926
alpharetta,367
alphas,280
alphaville,362
alphen,444
alpheus,592
alphonse,4419
alphonso,1106
alphonsus,704
alpi,479
alpin,350
alpina,1092
alpine,17578
alpini,295
alpinist,299
alpinus,380
alps,10264
already,158640
alresford,269
alright,4269
als,5095
alsace,4489
alsatian,896
alsina,303
alsop,714
alsos,384
alstom,1024
alston,2012
alt,15272
alta,5348
altadena,318
altaf,394
altagracia,307
altai,1564
altaic,295
altair,781
altamira,777
altamirano,486
altamont,689
altan,473
altar,15157
altarpiece,2434
altarpieces,832
altars,2654
altas,276
altay,673
altdorf,317
alte,2209
alten,1293
altena,297
altenberg,412
altenburg,1254
alter,17541
altera,369
alteration,5214
alterations,9173
altercation,2970
altercations,533
altered,27588
altering,6046
alternate,40303
alternated,3197
alternately,5955
alternates,2754
alternating,10864
alternation,1302
alternations,384
alternativa,370
alternative,94639
alternatively,14953
alternatives,11378
alternator,863
alternators,342
alters,2228
altes,608
altham,302
althea,777
althing,291
althorp,263
alticola,272
altieri,323
altimeter,585
altiplano,427
altitude,25882
altitudes,5717
altitudinal,362
altman,2633
altmann,347
altmark,271
alto,16969
altogether,17372
alton,4294
altona,1318
altoona,1329
altos,1338
altra,303
altri,373
altrincham,1427
altro,298
altruism,915
altruistic,843
altstadt,575
altus,631
alu,788
alum,1936
alumina,768
aluminium,8451
aluminum,10424
alumna,1317
alumnae,1128
alumni,38718
alumnus,8450
alums,345
alun,1418
aluva,277
alva,1918
alvah,280
alvan,430
alvar,765
alvarado,2807
alvares,265
alvarez,5253
alvaro,2225
alvear,481
alveolar,2262
alveoli,349
alves,3036
alvin,9262
alvis,514
alvise,335
alvord,312
alwar,524
always,152340
alwin,480
alwyn,867
alx,260
aly,1187
alyn,545
alys,268
alyson,1161
alyssa,1622
alytus,275
alzette,447
alzheimer,4513
alès,268
alí,313
alī,300
am,114254
ama,3280
amabilis,405
amable,460
amada,417
amadeo,848
amadeus,5269
amado,1308
amador,1409
amadora,365
amadou,863
amager,400
amal,1516
amala,401
amalfi,739
amalgam,1653
amalgamate,795
amalgamated,8583
amalgamating,605
amalgamation,6603
amalgamations,644
amalia,1922
amalie,1338
amalric,399
amami,515
aman,2172
amana,308
amanat,335
amand,653
amanda,15795
amandus,274
amanecer,303
amani,549
amanita,383
amano,794
amant,413
amante,615
amantes,348
amants,383
amanuensis,276
amanullah,303
amapá,425
amar,4671
amara,1137
amaral,1195
amaran,303
amarante,310
amaranth,545
amaravati,253
amari,351
amarilla,361
amarillo,2657
amarna,621
amarnath,453
amaro,998
amarte,314
amartya,471
amaru,368
amaryllis,361
amas,295
amasa,409
amass,1106
amassed,6702
amassing,2146
amasya,334
amat,688
amata,422
amaterasu,280
amateur,54295
amateurish,562
amateurism,300
amateurliga,330
amateurs,5003
amati,355
amato,1724
amaury,766
amaya,970
amaze,383
amazed,2887
amazement,1088
amazing,20565
amazingly,1722
amazon,18945
amazonas,1797
amazonia,692
amazonian,1432
amazons,1339
amb,652
amba,885
ambala,584
ambani,325
ambar,289
ambassador,39315
ambassadorial,602
ambassadors,7810
ambassadorship,343
ambato,263
ambedkar,1189
amber,10651
amberg,491
amberley,579
ambiance,1024
ambidextrous,399
ambience,1343
ambient,7955
ambiente,435
ambigua,388
ambiguities,1022
ambiguity,4617
ambiguous,7972
ambiguously,644
ambika,747
ambit,555
ambition,9875
ambitions,7882
ambitious,16316
ambivalence,1018
ambivalent,1800
ambler,840
ambleside,298
ambo,351
amboise,516
ambon,748
amboy,1033
ambrogio,777
ambroise,949
ambrose,7505
ambrosia,794
ambrosian,415
ambrosiana,306
ambrosini,283
ambrosio,1242
ambrosius,740
ambulance,9789
ambulances,1944
ambulatory,1289
ambush,8112
ambushed,5936
ambushes,1447
ambushing,517
amc,3748
amd,2155
ame,1793
ameche,385
amedeo,1239
ameen,424
ameer,752
amel,451
amelia,6933
amelie,574
amelio,280
ameliorate,700
ameliorated,309
amelioration,378
amen,2586
amenable,1370
amend,4100
amended,12617
amending,2004
amendment,20769
amendments,8402
amendola,397
amends,2284
amenhotep,539
amenities,10294
amenity,1070
ament,333
amer,1750
america,275184
americana,5225
americanism,701
americanization,545
americanized,672
americano,1234
americanos,253
americans,55299
americanum,257
americanus,778
americas,20221
americo,282
americorps,272
americus,450
amerie,279
amerigo,442
amerika,1318
amerindian,1019
amerindians,527
amersfoort,817
amersham,581
amery,577
ames,5758
amesbury,537
amethyst,906
amex,330
amf,538
amg,1337
amgen,311
amhara,918
amharic,1198
amherst,6851
ami,3972
amiable,1313
amica,432
amicable,1686
amicably,1261
amici,827
amico,1285
amicus,1363
amid,10855
amida,404
amide,746
amides,418
amidships,1367
amidst,8181
amie,599
amiel,445
amiens,3270
amiga,3223
amigaos,362
amigo,1567
amigos,1945
amin,4334
amina,1111
amine,1779
amines,922
amini,327
amino,7070
aminoacyl,290
amir,6719
amira,500
amiral,380
amiri,583
amis,2178
amish,1215
amiss,564
amistad,780
amit,2224
amita,304
amitabh,1361
amitabha,304
amitié,302
amity,1378
amityville,581
amjad,894
aml,466
amla,297
amm,335
amma,1458
amman,3980
ammann,470
ammar,702
ammi,333
ammianus,363
ammo,1645
ammon,776
ammonia,3068
ammonian,643
ammonite,619
ammonites,593
ammonium,1926
ammonoidea,351
ammons,594
ammunition,17168
ammunitions,367
amn,347
amnesia,3002
amnesiac,768
amnesty,8732
amnh,383
amniotic,418
amnon,463
amo,1763
amoco,361
amoeba,626
amoena,278
amok,933
amol,505
amon,2064
amongst,57014
amor,8835
amora,404
amoral,921
amore,3985
amores,973
amorim,541
amorosi,258
amoroso,452
amorous,1294
amorphous,1646
amortization,306
amory,957
amos,8854
amount,98407
amounted,7549
amounting,3546
amounts,31430
amour,6433
amoureux,395
amours,806
amoy,414
amp,3442
ampang,295
amparo,788
ampas,259
amped,283
ampeg,254
ampere,475
amperes,385
ampersand,300
ampex,334
ampezzo,713
amphetamine,1000
amphetamines,691
amphibia,485
amphibian,2552
amphibians,4208
amphibious,7403
amphion,321
amphipods,405
amphitheater,3283
amphitheatre,3637
amphitheatres,261
amphitrite,300
amphoe,1260
amphora,537
amphorae,334
ample,5773
ampleforth,313
amplification,2692
amplified,3500
amplifier,3353
amplifiers,2711
amplifies,576
amplify,1552
amplifying,761
amplitude,3619
amplitudes,727
amply,731
amps,1405
ampthill,311
amputated,1874
amputation,1583
amputations,399
amputee,680
amputees,335
ampère,296
amr,2367
amra,341
amram,408
amravati,420
amri,423
amrish,376
amrit,655
amrita,1072
amritraj,316
amritsar,1663
amro,702
ams,2801
amsel,286
amsl,420
amstel,931
amstelveen,426
amsterdam,29509
amstrad,1087
amt,2339
amtrak,5037
amtsbezirk,264
amu,794
amulet,1445
amulets,797
amun,734
amundsen,1088
amur,1999
amurensis,256
amuro,447
amuse,1081
amused,2103
amusement,9990
amusements,1060
amusing,3737
amusingly,308
amway,678
amx,521
amy,22900
amygdala,610
amylase,269
amyloid,658
amyotrophic,635
amédée,854
amélie,1414
aménagement,360
américa,5550
américain,277
américaine,386
américas,869
américo,511
amérique,778
amílcar,267
ana,17347
anabaptist,676
anabaptists,430
anabasis,270
anabel,808
anabolic,783
anachronism,896
anachronisms,388
anachronistic,1260
anaconda,1409
anacortes,302
anacostia,605
anadarko,283
anadolu,646
anadromous,360
anaemia,502
anaerobic,1594
anaesthesia,815
anaesthetic,683
anaesthetics,296
anaesthetist,280
anagram,1309
anagrams,280
anaheim,7341
anais,406
anak,1314
anakin,380
anal,4639
analecta,308
analgesia,417
analgesic,1126
analgesics,513
analog,12254
analogical,285
analogies,1071
analogous,8945
analogously,681
analogs,1001
analogue,6040
analogues,1576
analogy,5422
analyse,2971
analysed,3239
analyser,285
analyses,9876
analysing,2014
analysis,87383
analyst,13265
analysts,7690
analyte,292
analytic,4477
analytical,8657
analytically,746
analytics,2811
analyze,8060
analyzed,9488
analyzer,1315
analyzers,443
analyzes,2913
analyzing,7130
anam,335
anambra,372
anamorphic,839
anan,453
anana,354
anand,5278
ananda,2367
ananias,320
anansi,301
anansie,278
anant,740
ananta,497
anantapur,342
ananth,309
anantha,288
ananya,341
anaphylaxis,384
anarchic,770
anarchism,1903
anarchist,4949
anarchistic,304
anarchists,1955
anarcho,1270
anarchy,4619
anare,450
anas,1306
anasazi,385
anastacia,634
anastas,262
anastasia,4910
anastasio,990
anastasios,466
anastasius,712
anastasiya,854
anastomosis,276
anat,398
anata,474
anathema,941
anatidae,459
anatol,625
anatole,1390
anatoli,1021
anatolia,4199
anatolian,1924
anatoliy,943
anatoly,2649
anatomic,688
anatomical,4370
anatomically,930
anatomie,545
anatomist,1733
anatomists,277
anatomy,14422
anaya,589
anaïs,579
anbar,622
anberlin,261
anc,1817
anca,556
ancash,462
ancaster,617
anceps,286
ancestor,14165
ancestors,18361
ancestral,10926
ancestress,307
ancestries,603
ancestry,23131
anchieta,263
anchor,25174
anchorage,5659
anchorages,446
anchored,10727
anchoring,2341
anchorite,261
anchorman,1114
anchors,6081
anchorwoman,333
anchovies,451
anchovy,371
ancien,1651
ancienne,874
anciens,543
ancient,112705
anciently,590
ancients,1912
ancillary,2699
